source,target,path
18849,18881,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18872', '18873', '18874', '18877', '18878', '18879', '18880', '18881']"
18849,18880,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18872', '18873', '18874', '18877', '18878', '18879', '18880']"
18849,18879,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18872', '18873', '18874', '18877', '18878', '18879']"
18849,18878,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18872', '18873', '18874', '18877', '18878']"
18849,18877,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18872', '18873', '18874', '18877']"
18849,18874,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18872', '18873', '18874']"
18849,18873,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18872', '18873']"
18849,18872,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18872']"
18849,18870,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18867', '18869', '18870']"
18849,18869,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18867', '18869']"
18849,18868,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18867', '18869', '18868']"
18849,18863,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18867', '18869', '18868', '18863']"
18849,18862,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18862']"
18849,18861,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861']"
18849,18860,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860']"
18849,18857,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857']"
18849,18856,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856']"
18849,18855,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '18855']"
18849,18854,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '18855', '18854']"
18849,18853,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '18855', '18854', '18853']"
18849,18851,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '18855', '18854', '18853', '18851']"
18849,18852,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '18855', '18854', '18853', '18851', '18852']"
18849,4406608,"['18849', '4406608']"
18849,18848,"['18849', '4406608', '18848']"
18849,2600672,"['18849', '4406608', '18848', '2600672']"
18849,18850,"['18849', '4406608', '18848', '2600672', '18850']"
18849,18859,"['18849', '4406608', '18848', '2600672', '18850', '18859']"
18849,18858,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858']"
18849,9206443,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '9206443']"
18849,2705944,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '9206443', '2705944']"
18849,3305180,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '9206443', '2705944', '3305180']"
18849,3305845,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '9206443', '2705944', '3305180', '3305845']"
18849,18927,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927']"
18849,9505541,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541']"
18849,18890,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18867', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886', '18887', '18888', '18890']"
18849,18888,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18867', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886', '18887', '18888']"
18849,18887,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18867', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886', '18887']"
18849,18886,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18867', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885', '18886']"
18849,18885,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18867', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884', '18885']"
18849,18884,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18867', '18869', '18871', '18987', '18875', '18876', '18944', '18883', '18884']"
18849,18883,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18867', '18869', '18871', '18987', '18875', '18876', '18944', '18883']"
18849,18944,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18867', '18869', '18871', '18987', '18875', '18876', '18944']"
18849,18876,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18867', '18869', '18871', '18987', '18875', '18876']"
18849,18875,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18867', '18869', '18871', '18987', '18875']"
18849,18987,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18867', '18869', '18871', '18987']"
18849,18871,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18867', '18869', '18871']"
18849,18867,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18867']"
18849,18866,"['18849', '4406608', '18848', '2600672', '4406630', '18866']"
18849,18865,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18865']"
18849,18864,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18865', '18864']"
18849,18920,"['18849', '4406608', '18848', '2600672', '4406630', '18866', '18865', '18864', '18920']"
18849,4406630,"['18849', '4406608', '18848', '2600672', '4406630']"
18849,4406631,"['18849', '4406608', '18848', '2600672', '4406631']"
18849,6311368,"['18849', '4406608', '18848', '2600672', '4406631', '6311368']"
18849,6311285,"['18849', '4406608', '18848', '2600672', '4406631', '6311368', '6311285']"
18849,18966,"['18849', '4406608', '18848', '2600672', '4406631', '6311368', '6311285', '18966']"
18849,1211339,"['18849', '4406608', '18848', '2600672', '4406631', '6311368', '6311285', '18966', '1211339']"
18849,1211401,"['18849', '4406608', '18848', '2600672', '4406631', '6311368', '6311285', '18966', '1211339', '1211401']"
18849,9607525,"['18849', '4406608', '18848', '2600672', '4406631', '6311368', '6311285', '18966', '1211339', '1211401', '9607525']"
18849,19045,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042', '19043', '19044', '19045']"
18849,19044,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042', '19043', '19044']"
18849,19043,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042', '19043']"
18849,19042,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906', '19042']"
18849,18906,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040', '18906']"
18849,19040,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877', '19040']"
18849,7206877,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943', '7206877']"
18849,7206943,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944', '7206943']"
18849,7206944,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945', '7206944']"
18849,7206945,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190', '7206945']"
18849,3407190,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691', '3407190']"
18849,5306691,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694', '5306691']"
18849,5306694,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '9206548', '5306695', '5306694']"
18849,5306695,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '9206548', '5306695']"
18849,9206548,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '9206548']"
18849,7405493,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493']"
18849,7405516,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516']"
18849,7405517,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517']"
18849,7405518,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518']"
18849,7805208,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208']"
18849,7805213,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213']"
18849,7805219,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219']"
18849,7805216,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216']"
18849,7504827,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216', '7504827']"
18849,7504951,"['18849', '4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '9206443', '2705944', '3305180', '3305845', '18927', '9505541', '7405493', '7405516', '7405517', '7405518', '7805208', '7805213', '7805219', '7805216', '7504827', '7504951']"
4406608,18882,"['4406608', '18848', '2600672', '4406630', '18866', '18872', '18873', '18874', '18877', '18878', '18879', '18880', '18881', '18882']"
4406608,18881,"['4406608', '18848', '2600672', '4406630', '18866', '18872', '18873', '18874', '18877', '18878', '18879', '18880', '18881']"
4406608,18880,"['4406608', '18848', '2600672', '4406630', '18866', '18872', '18873', '18874', '18877', '18878', '18879', '18880']"
4406608,18879,"['4406608', '18848', '2600672', '4406630', '18866', '18872', '18873', '18874', '18877', '18878', '18879']"
4406608,18878,"['4406608', '18848', '2600672', '4406630', '18866', '18872', '18873', '18874', '18877', '18878']"
4406608,18877,"['4406608', '18848', '2600672', '4406630', '18866', '18872', '18873', '18874', '18877']"
4406608,18874,"['4406608', '18848', '2600672', '4406630', '18866', '18872', '18873', '18874']"
4406608,18873,"['4406608', '18848', '2600672', '4406630', '18866', '18872', '18873']"
4406608,18872,"['4406608', '18848', '2600672', '4406630', '18866', '18872']"
4406608,18870,"['4406608', '18848', '2600672', '4406630', '18866', '18867', '18869', '18870']"
4406608,18869,"['4406608', '18848', '2600672', '4406630', '18866', '18867', '18869']"
4406608,18868,"['4406608', '18848', '2600672', '4406630', '18866', '18867', '18869', '18868']"
4406608,18863,"['4406608', '18848', '2600672', '4406630', '18866', '18867', '18869', '18868', '18863']"
4406608,18862,"['4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18862']"
4406608,18861,"['4406608', '18848', '2600672', '18850', '18859', '18858', '18861']"
4406608,18860,"['4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860']"
4406608,18857,"['4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857']"
4406608,18856,"['4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856']"
4406608,18855,"['4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '18855']"
4406608,18854,"['4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '18855', '18854']"
4406608,18853,"['4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '18855', '18854', '18853']"
4406608,18851,"['4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '18855', '18854', '18853', '18851']"
4406608,18852,"['4406608', '18848', '2600672', '18850', '18859', '18858', '18861', '18860', '18857', '18856', '18855', '18854', '18853', '18851', '18852']"
4406608,18849,"['4406608', '18849']"
4406608,18848,"['4406608', '18848']"
4406608,2600672,"['4406608', '18848', '2600672']"
4406608,18850,"['4406608', '18848', '2600672', '18850']"
4406608,18859,"['4406608', '18848', '2600672', '18850', '18859']"
